序号,招聘信息id,公司地址,招聘岗位,公司类型,最低薪资,最高薪资,员工数量,学历,岗位经验,企业名称,企业类型
577,1482195512215076869,广州,大数据高级产品经理,50-100人,18000,30000,合资,3,5,豌豆素质教育,"[""互联网""]"
578,1482195512215076868,广州越秀区,数据产品经理,50-100人,12000,18000,合资,2,1,豌豆素质教育,"[""互联网""]"
579,1482195512215076867,广州,大数据产品经理,50-100人,15000,25000,合资,2,0,豌豆素质教育,"[""互联网""]"
580,1482195512215076866,广州,大数据产品经理/总监,50-100人,25000,40000,合资,3,5,豌豆素质教育,"[""互联网""]"
581,1482195512215076865,广州,大数据产品经理 校招,50-100人,15000,25000,合资,2,5,豌豆素质教育,"[""互联网""]"
582,1482195512215076864,广州,数据产品经理（可视化工具）,50-100人,15000,25000,合资,3,5,豌豆素质教育,"[""互联网""]"
583,1482195512210882572,广州,数据产品经理（初中级）,50-100人,15000,25000,合资,3,3,豌豆素质教育,"[""互联网""]"
584,1482195512210882571,广州天河区,数据分析师,50-100人,10000,15000,合资,3,3,广东力通网络科技有限公司,"[""互联网""]"
585,1482195512210882570,广州天河区,数据分析师,50-100人,10000,15000,合资,3,3,广东力通网络科技有限公司,"[""互联网""]"
586,1482195512210882569,广州海珠区,大数据产品经理,50-100人,10000,15000,合资,2,0,联邦车网,"[""互联网""]"
587,1482195512210882568,广州,电商产品数据分析(J10169),50-100人,12000,18000,合资,3,3,林氏木业,"[""互联网""]"
588,1482195512210882567,广州,产品经理（家具）(J10169),50-100人,12000,20000,合资,3,1,林氏木业,"[""互联网""]"
589,1482195512210882566,广州,爆品产品经理(J10169),50-100人,12000,20000,合资,3,3,林氏木业,"[""互联网""]"
590,1482195512210882565,广州,电商产品经理(J10169),50-100人,12000,20000,合资,3,1,林氏木业,"[""互联网""]"
591,1482195512210882564,广州,财务数据产品经理（BI）(J11008),50-100人,20000,25000,合资,3,3,林氏木业,"[""互联网""]"
592,1482195512210882563,广州,数据产品经理(J10954),50-100人,11000,18000,合资,3,3,林氏木业,"[""互联网""]"
593,1482195512210882562,广州,ETL开发工程师,50-100人,11000,20000,合资,2,3,骆驼服饰,"[""互联网""]"
594,1482195512210882561,广州,大数据产品经理,50-100人,15000,35000,合资,3,5,广东美云智数科技有限公司,"[""互联网""]"
595,1482195512210882560,广州天河区,PM产品经理（数据中台）,50-100人,15000,30000,合资,3,3,广东明日联合医疗科技有限公司,"[""互联网""]"
596,1482195359529828372,广州,数据分析师（数据BP),50-100人,12000,24000,合资,3,3,三维家,"[""互联网""]"
597,1482195359529828371,广州,数据分析师（数据BP),50-100人,12000,24000,合资,3,3,三维家,"[""互联网""]"
598,1482195359529828370,广州,数据产品经理,50-100人,18000,30000,合资,3,5,三维家,"[""互联网""]"
599,1482195359529828369,广州,数据治理工程师,50-100人,25000,40000,合资,3,5,广东省电信规划设计院有限公司,"[""互联网""]"
600,1482195359529828368,广州,大数据产品经理,50-100人,16000,33000,合资,2,0,广东省国际工程咨询有限公司,"[""互联网""]"
601,1482195359529828367,广州,生物信息工程师/临床数据分析师,50-100人,10000,15000,合资,3,1,广东盛泽康华生物医药有限公司,"[""互联网""]"
602,1482195359529828366,广州,生物信息工程师/临床数据分析师,50-100人,10000,15000,合资,3,1,广东盛泽康华生物医药有限公司,"[""互联网""]"
